image_path,json_path,image_type,primary_issue,issues,issue_scores,severity,noise_type,noise_level,blur_sigma,rotation_deg,translation_x,translation_y,exposure_factor,background_gradient_strength,contrast,snr_estimate,saturation_ratio,center_offset_x,center_offset_y,fringe_visibility,quality_score,suggestion_label
images/00000_single_slit_over_exposure.png,metadata/00000_single_slit_over_exposure.json,single_slit,over_exposure,"[""over_exposure""]","{""over_exposure"": 0.5423798065494423, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",medium,none,0.0,0.0,0.0,0.0,0.0,2.3017115357186615,0.0,0.9999990000010001,0.08873464599303316,0.0078125,0.0,0.5,0.0,0.7016911063978067,reduce_exposure
images/00001_double_slit_misalignment.png,metadata/00001_double_slit_misalignment.json,double_slit,misalignment,"[""misalignment""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.9170442449818708, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",high,none,0.0,0.0,0.0,-23.407131362635177,8.691498795877607,1.0,0.0,0.9999988365209617,0.08011955250785299,0.00030517578125,-12.0931966570203,9.500007634558955,0.0,0.4956256652599711,realign_optical_axis
images/00002_triple_slit_poisson_noise.png,metadata/00002_triple_slit_poisson_noise.json,triple_slit,poisson_noise,"[""poisson_noise"", ""misalignment""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.8411394830384182, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.6382792097579614, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",high,poisson_noise,0.8411394830384182,0.0,0.0,3.2899581857493962,-18.25180943216417,1.0,0.0,0.9999988046629679,0.08543392423529049,0.0028076171875,2.1209851259329184,-17.500002223205684,0.0,0.5373732843288699,increase_photon_budget
images/00003_rectangle_aperture_dark_noise.png,metadata/00003_rectangle_aperture_dark_noise.json,rectangle_aperture,dark_noise,"[""dark_noise"", ""background_gradient""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.6876002158676983, ""background_gradient"": 0.3970047240460512, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",medium,dark_noise,0.6876002158676983,0.0,0.0,0.0,0.0,1.0,0.3970047240460512,0.5894156729128806,5.015417913573409,0.07342529296875,-0.4052072443281389,1.5903210515381687,0.06841206071679949,0.621819881272766,capture_dark_frame
images/00004_circular_aperture_rotation_tilt.png,metadata/00004_circular_aperture_rotation_tilt.json,circular_aperture,rotation_tilt,"[""rotation_tilt"", ""cropping_incomplete""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.7812935527025618, ""cropping_incomplete"": 0.4953067763968426, ""low_contrast"": 0.0}",high,none,0.0,0.0,-12.938109737835866,0.0,0.0,1.0,0.0,0.999998984064778,4.206143500791069,0.00830078125,-1.3465942849218209,-1.673708349265823,0.20889755906000324,0.5702885460135909,level_aperture_camera
images/00005_double_circular_aperture_rotation_tilt.png,metadata/00005_double_circular_aperture_rotation_tilt.json,double_circular_aperture,rotation_tilt,"[""under_exposure"", ""rotation_tilt""]","{""over_exposure"": 0.0, ""under_exposure"": 0.2948286942278453, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.5123900462319216, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",medium,none,0.0,0.0,9.173460647246902,0.0,0.0,0.7700336185022807,0.0,0.9999986858970861,3.1473907453156063,0.0,-0.0015066013324300798,0.026646016880540913,0.3354264834860262,0.7181854745724431,level_aperture_camera
images/00006_single_slit_rotation_tilt.png,metadata/00006_single_slit_rotation_tilt.json,single_slit,rotation_tilt,"[""background_gradient"", ""rotation_tilt""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.2815601948660067, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.7639719389353304, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",high,none,0.0,0.0,-12.695607145094627,0.0,0.0,1.0,0.2815601948660067,0.9810729258893348,0.8775603005639497,0.00189208984375,-12.832208639243014,6.186763112794026,0.8556347234627059,0.5798154335855682,level_aperture_camera
images/00007_double_slit_dark_noise.png,metadata/00007_double_slit_dark_noise.json,double_slit,dark_noise,"[""under_exposure"", ""dark_noise""]","{""over_exposure"": 0.0, ""under_exposure"": 0.40070649531066976, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.5740090322048803, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",medium,dark_noise,0.5740090322048803,0.0,0.0,0.0,0.0,0.6874489336576776,0.0,0.9995265754800746,0.3208728741129994,0.0,0.21102182261668645,0.6791637298358779,0.38985495273018134,0.6842950322873158,capture_dark_frame
images/00008_triple_slit_blur_defocus.png,metadata/00008_triple_slit_blur_defocus.json,triple_slit,blur_defocus,"[""dark_noise"", ""blur_defocus""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.5603490715871882, ""background_gradient"": 0.0, ""blur_defocus"": 0.8290486226010823, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",high,dark_noise,0.5603490715871882,2.588431281022922,0.0,0.0,0.0,1.0,0.0,0.9992785508108686,0.4624699450661044,0.0,0.9521433667617316,0.43309542410989366,0.37430345798386755,0.5440232575694047,refocus_system
images/00009_rectangle_aperture_low_contrast.png,metadata/00009_rectangle_aperture_low_contrast.json,rectangle_aperture,low_contrast,"[""rotation_tilt"", ""low_contrast""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.2175539758247063, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.7765653929929625}",high,none,0.0,0.0,-5.045755661545888,0.0,0.0,1.0,0.0,0.9999987185946283,4.27221089656921,0.0,0.025842105729395826,0.018571885212097072,0.09123381201846327,0.5728890338538706,improve_fringe_contrast
